A1R	A2	A3	A4	A5	C1	C2	C3	C4R	C5R	E1R	E2R	E3	E4	E5	N1R	N2R	N3R	N4R	N5R	O1	O2R	O3	O4	O5R	gender	education	age	extraversion	plasticity
5	2	5	3	4	5	5	4	5	3	2	5	2	5	3	4	5	4	4	5	4	2	4	5	3	2	3	21	3.4	3.5
4	6	5	6	5	5	6	5	5	5	5	3	5	4	6	5	5	4	6	5	6	6	5	4	4	2		14	4.6	4.8
3	3	4	3	1	4	1	5	2	2	5	2	5	3	5	6	5	3	4	2	5	1	1	6	4	1	1	30	4	3.7
3	5	4	6	5	6	6	4	6	4	5	3	4	5	6	4	5	2	4	4	5	5	5	5	4	2	3	37	4.6	4.7
4	4	5	4	5	3	3	2	2	2	5	3	5	6	5	4	3	3	5	5	4	1	4	2	4	2		16	4.8	3.9
5	6	5	3	5	2	4	4	2	1	1	1	1	3	2	1	1	1	1	1	6	2	4	6	3	1	3	19	1.6	2.9
5	3	4	6	4	3	4	3	4	5	4	3	2	3	4	5	4	5	6	5	4	6	2	5	4	2	3	26	3.2	3.7
6	6	5		4	5	6	4	3	5	6	3	4	5	3	1	1	1	1	2	3	3	5	6	4	2	3	49	4.2	4.2
5	4	3	3	5	4	2	4	3	3	5	5	3	4	3	3	2	5	4	4	4	4	4	5	3	1	5	25	4	4
6	2	6	4	6	2	6	1	2	1	6	5	5	6	4	1	2	2	1	2	6	6	6	6	6	2	2	22	5.2	5.6
2	5	5	3	5	4	4	5	3	3	2	3	2	3	5	4	3	3	3	2	5	2	4	2	3	2	3	19	3	3.1
5	5	5	6	4	2	5	4	4	3	4	5	5	5	5	5	3	4	5	4	5	4	5	5	6	2	3	19	4.8	4.9
6	5	5	4	6	6	5	6	6	6	5	3	4	5	4	6	4	4	3	2	4	5	5	5	4	2	3	19	4.2	4.4
4	5	4	5	6	5			3	2	5	6	5	6	4	6	6	2	3	6	6	6	5	6	3	1	1	16	5.2	5.2
6	6		6	5	4	5	6	3	6	3	2	3	6	4	6	3	6	6	3	3	2	4	2	4	2	4	49	3.6	3.3
5	4	5	6	5	5	6	4	5	3	5	2	5	5	4	4	3	2	2	3	6	2	5	6	6	2	4	54	4.2	4.6
6	6	4	4	4	4	4	5	5	5	6	5	5	5	5	4		4	5	3	6	5	5	2	4	2	5	40	5.2	4.8
4	4	5	4	6	3	4	4	3	3	3	3		5	4	5	3	4	4	4	4	4	4	5	4	1	3	20		
4	5	5	5	5	5	5	4	5	5	5	5	4	6	5	5	5	5	5	5	4	5	5	4	4	1	3	20	5	4.7
2	6	6	1	6	5	6	2	2	1	6	6	6	6	6	6	2	2	2	3	6	3	6	6	6	2	5	28	6	5.7
3	6	5	2	5	6	5	6	5	2	4	3	6	4	6	1	1	1	1	2	6	3	6	6	6	2	4	35	4.6	5
5	4	4	3	4	3	2	3	3	1	1	2	4	2	4	3	3	3	3	5	5	3	4	4	5	1	5	67	2.6	3.4
6	6	6	6	4	6	4	6	6	6	6	6	4	5	6	5	4	4	5	5	5	6	4	6	2	2	3	26	5.4	5
5	1	3	4	6	6	5	5	6	6	6	6	6	6	6	5	1	6	6	6	6	6	6	6	6	1	3	23	6	6
6	6	5	6	4	5	2	4	6	3	3	3	4	5	4	6	6	6	3	2	4	3	4	5	5	1	1	43	3.8	4
4	6	6	6	5	4	4	6	6	4	3	3	5	3	5	3	2	4	3	1	5	4	5	5	5	2	3	20	3.8	4.3
	6	5	4	6	5	2	6	5	6	5	6	4	6	6	2	2	6	3	4	6	6	3	1	5	2	3	31	5.4	4.8
6	5	5	5	5	5	4	5	3	3	6	6	4	6		4	3	3	3	6	5	5	6	6	6	2	5	56		
4	5	5	6	4	5	5	5	5	5	5	5	4	5	5	5	5	6	5	5	5	5	5	6	5	1	3	20	4.8	5
5	4	5	5	3	6	4	2	2	2	2	1	3	2	5	5	5	6	4	4	6	5	5	6	6	1	4	28	2.6	4.1
4	5	4	6	5	5	5	6	6	6	1	1	2	2	4	3	3	5	3	3	5	6	5	6	5	1	4	28	2	3.7
5	4	2	1	2	6	6	3	4	5	2	1	2	2	3	5	3	6	5	6	6	5	3	5	6	2	3	25	2	3.5
5	4	2	1	3	6	6	3	5	5	3	2	4	2	4	6	3	5	6	6	6	5	4	5	6	2	3	25	3	4.1
2	5	4	3	4	4	3	4	3	1	4	3	4	5	6	1	1	2	3	3	5	5	4	4	4	2	4	35	4.4	4.4
6	5	5	5	4	4	4	5	4	2	1	1	2	4	3	5	2	2	2	2	5	5	4	5	5	2		15	2.2	3.5
4	4	3	5	5	5	5	4	3	2	3	5	4	4	3	3	3	3	4	3	3	5	5	5	4	1	3	56	3.8	4.1
3	5	4	4	5	5	5	6	6	6	4	6	4	6	6	3	5	6	6	2	6	5	5	5	3	2	3	20	5.2	5
6	6	5	6	6	6	6	6	6	6	2	3	3	5	5	2	4	5	3	3	5	5	4	5	2	2	3	39	3.6	3.9
6	6	5	6	2	6	6	6	5	3	1	1	3	1	4	2	2	1	2	2	6	3	6	6	6	1	2	35	2	3.7
5	6	6	4	6	5	6	4	5	3	2	5	6	6	6	6	5	5	3	6	5	5	6	6	5	2	3	22	5	5.2
2	6	5	5	4	4	6	4	5	5	5	5	4	4	4	4	4	3	3	2	4	4	3	6	3	2	3	26	4.4	4.2
4	5	5	4	5	4	2	4	4	3	6	3	4	4	5	6	3	6	6	6	6	4	5	6	4	2	1	31	4.4	4.7
6	6	6	6	6	6	5	5	6	5	4	6	4	5	5	6	4	2	3	3	3	3	5	6	5	2	4	50	4.8	4.6
5	5	4	6	5	1	5	5	6	5	4	6	5	2	2	6	6	6	6	6	2	6	5	4	6	1		51	3.8	4.2
2	2	3	2	2	6	6	6	6	6	4	3	4	2	6	6	6	6	5	6	5	6	6	5	6	1	4	23	3.8	4.7
6	6	5	6	5	5	5	4	3	2	5	5	2	5	5	2	2	4	3	2	5	2	4	5	2	2	5	40	4.4	4
6	6	6	6	6	6	2	2	2	1	6	5	5	6	4	5	5	6	6	3	5	1	3	5	6	2	2	44	5.2	4.6
4	5	5	6	5	4	5	5	6	4	6	5	5	6	6	6	6	5	6		6	5	6	6	5	1	3	19	5.6	5.6
2	2	2	4	3	5	4	4	5	5	4	4	3	3	3	4	5	3	5	5	5	4	3	4	3	1	4	43	3.4	3.6
3	5	5	1	6	4	2	3	4	5	3	3	4	6	5	6	3	6	6	6	4	5	4	5	5	2	3	20	4.2	4.4
4	5	3	5	4	6	5	4	6	6	5	5	3	5	5	4	3	4	4	4	4	4	3	5	4	1	3	24	4.6	4.3
6	6	6	6	6	6	5	6	6	5	3	3	4	6	4	6	6	6	6	6	4	4	5	6	6	1	4	55	4	4.5
5	5	5	6	6	2	2	2	3	3	6	6	5	6	5	5	5	5	5	5	6	3	5	4	3	2	5	45	5.6	4.9
6	6	5	6	6	3	4	2	4	2	6	6	6	6	6	5	5	4	4	4	5	5	5	4	5	2	5	25	6	5.4
6	6	6	4	6	4	2	4	5	3	6	5	4	5	4	6	5	4	4	4	5	5	5	5	6	2	3	21	4.8	5
2	5	5	6	6	6	6	6	6	6	1	3	4	4	2	6	6	6	6	5	6	5	3	5	5	2	2	38	2.8	3.8
1	1	1	2	1	5	5	5	4	3	1	1	1	1	3	5	5	5	6	4	4	5	2	6	5	2		17	1.4	2.9
6	6	6	5	6	5	5	2	6	2	5	5	5	5	5	6	6	6	3	6	5	3	5	5	6	1	2	30	5	4.9
5	4	5	3	3	4	5	4	4	1	4	2	4	5	4	6	5	4	5	4	5	1	3		4	1	4	22	3.8	
6	6	6	6	6	5	5	6	5	6	6	5	5	6	4	5	6	5	3	4	5	6	5	5	2	2	3	27	5.2	4.9
5	5	4	5	4	2	2	3	4	2	4	3	3	3	5	2	2	3	1	2	5	2	3	6	2	2	3	48	3.6	3.6
5	6	6	6	6	6	5	6	5	2	6	6	6	5	6	2	3	2	2	6	5	6	6	6	6	1		55	5.8	5.8
6	6	6	6	5	6	5	5	5	3	5	2	4	5	5	5	2	5	4	5	4	6	6	6	5	2	3	21	4.2	4.8
5	4	5	2	4	3	4	3	2	2	5	3	3	4	4	3	3	5	2	4	2	1	5	3	3	1	2	23	3.8	3.3
2	3	4	2	4	2	2	4	3	2	5	4	3	4	2	5	4	5	4	4	5	2	2	3	5	2	3	20	3.6	3.5
6	6	6	5	6	4	4	6	3	5	6	2	5	5	4	4	3	2	4	1	4	1	5	6	6	2	3	23	4.4	4.4
6	5	5	6	4	6	5	3	5	4	4	4	6	4	4	4	5	1	3	5	4	5	5	5	4	2	4	24	4.4	4.5
6	6	6	6	4	5	4	6	6	6	1	2	5	4	6	3	3	6	6	4	4	6	4	6	1	2	2	29	3.6	3.9
6	4	3	5	3	5	6	5	3	2	5	3	2	2	6	2	2	2	1	1	6	2	5	6	2	2	5	30	3.6	3.9
5	5	4	6	5	5	5	4	5	3	5	2	4	6	4	3	2	2	3	2	6	5	5	6	4	2	3	33	4.2	4.7
6	5	6	6	6	5	3	4	5	2	5	3	6	4		2	1	2	2	3	4	2	6	6	4	2	4	24		
3	4	1	2	2	4	4	6	4	3	5	2	4	2	5	1	1	3	1	3	6	6	4	5	4	2	5	26	3.6	4.3
3	4	3	3	4	4	3	5	3	2	3	3	4	3	5	5	5	4	5	5	5	6	5	6	5	1	4	41	3.6	4.5
4	2	4	4	4	6	5	4	4	6	3	4	4	5	4	4	3	3	3	3	4	5	4	6	3	1	1	19	4	4.2
3	1	1	1	3	3	4	1	3	2	1	1	4	1	2	1	1	2	2	2	6	5	1	6	4	2	1	20	1.8	3.1
1	4	6	6	5	6	5	5	6	6	2	6	2	5	5	1	3	3	5	5	4	6	5	6	2	2	5	44	4	4.3
6	6	6	6	5	2	3	3	6	3	4	5	4	6	3	6	4	6	5	3	5	5	5	5	6	2	3	27	4.4	4.8
4	5	5	6		5	5	5	5	5	5	5	5	6	6	5	4	5	5	1	4	2	5	4	5	2	4	33	5.4	4.7
6	4	4	4	4	4	4	5	4	3	3	3	2	2	3	5	4	4	3	4	5	5	5	5	5	2	5	40	2.6	3.8
1	3	4	1	5	6	5	3	2	4	6	5	4	6	6	1	1	1	1	2	6	4	5	5	4	2		17	5.4	5.1
6	5	4	3	4	6	6	5	5	2	3	2	1	4	4	5	3	3	3	2	4	5	4	6	5	2	3	20	2.8	3.8
5	5	5	4	4	4	5	5	5	4	4	4	4	4	4	5	5	5	4	4	4	5	4	4	4	2	2	25	4	4.1
3	2	4	4	2	3	4	4	4	3	2	3	2	3	4	6	4	6	3	5	4	4	4	4	5	1	3	18	2.8	3.5
6	6	5	5	6	1	5	1	5	2	6	6	5	6	4	6	6	6	5	2	6	2	5	6	1	2	3	22	5.4	4.7
5	4	4	5	3	6	4	4	5	2	4	4	2	5	3	5	4	4	5	6	6	3	4	6	5	1	2	27	3.6	4.2
2	4	5	2	5	6	5	4	6	1	5	2	6	2	6	1	1	1	2	1	6	6	6	6	6	2	1	18	4.2	5.1
6	6	5	2	5	3	4	2	3	2	6	6	4	6	4	3	2	4	2	3	6	5	5	6	6	2	4	24	5.2	5.4
3	5	4	6	6	6	5	4	5	4	4	5	4	6	5	5	5	5	5	5	3	5	3	4	5	1	5	35	4.8	4.4
6	5	5	6	5	4	5	4	4	3	5	4	5	5	6	4	4	4	3	6	6	5	6	5	6	1	5	40	5	5.3
6	6	5	5	5	2	3	3	5		2	4	5	3	5	6	6	5	3	5	5	6	4	5	5	2	4	29	3.8	4.4
5	4	6	6	6	3	4	4	4	4	5	2	6	6	5	3	3	3	3	2	5	4	6	6	5	2	4	24	4.8	5
4	6	3	5	4	2	5	5	5	2	5	5	4	5	5	2	1	1	2	2	6	5	4	5	2	2		14	4.8	4.6
4	6	3	6	1	6	6	5	6	6	6	6	1	2	6	4	3	4	3	2	5	3	1	4	2	2	4	54	4.2	3.6
6	5	5	4	2	2	6	6	3	3	5	2	1	3	5	4	3	5	1	3	5	5	2	6	4	2	4	29	3.2	3.8
4	5	6	6	5	4	4	4	4	1	6	3	5	5	5	2	2	3	4	4	6	6	3	6	6	1	3	26	4.8	5.1
6	6	5	4	5	5	5	4	4	3	4	5	3	5	5	5	5	5	6	5	5	5	4	5	5	2	3	26	4.4	4.6
5	4	3	4	4	5	5	6	6	4	4	3	4	4	3	5	2	3	5	3	5	5	4	3	5	2	4	26	3.6	4
5	6	6	6	6	4	6	6	6	6	5	5	4	5	5	6	3	5	4	5	5	5	4	4	5	2	3	39	4.8	4.7
4	3	2	4	3	4	1	2	3	3	3	1	2	2	3	1	1	2	2	4	3	3	2	5	3	2	1	18	2.2	2.7
2	6	3	6	3	5	5	6	6	6	2	5	3	5	5	5	4	4	5	5	5	3	3	5	5	2	2	28	4	4.1
4	2	4	2	2	3	2	6	5	2	2	1	3	2	1	4	3	3	2	3	2	6	2	5	4	2		16	1.8	2.8
6	6	5	4	5	4	4	6	5	2	3	3	4	5	4	6	3	1	5	6	4	3	3	6	3	1	5	27	3.8	3.8
6	1	1	1	1	1	1	1	6	6	6	6	1	1	1	6	6	6	6	6	1	6	1	1	6	1	3	23	3	3
6	6	6	5	5	6	6	5	6	5	6	5	4	5	6	3	2	3	5	3	6	6	5	5	6	2	3	32	5.2	5.4
6	6	6	6	6	5	5	5	6	3	6	6	6	6	5	6	6	5	5	5	6	6	6	6	6	1	5	56	5.8	5.9
3	6	5	5	6	6	6	4	4	3	5	5	5	5	5	4	4	2	5	2	6	5	5	6	4	2	3	19	5	5.1
5	5	4		5	5	3	5	4	2	1	1	2	1	5	5	5	3	3	5	5	4	4	6	4	2	4	26	2	3.3
5	5	5	6	5	5	6	6	6	6	2	3	3	4	5	3	2	2	1	1	5	1	4	6	2	2	4	41	3.4	3.5
5	4	4	4	4	5	5	4	6	5	3	3	4	2	4	6	6	6	6	6	6	6	5	6	6	1	5	67	3.2	4.5
3	5	3	4	2	5	5	6	6	3	1	2	1	1	5	3	3	5	3	6	6	6	2	6	5	1	2	36	2	3.5
6	5	5	5	5	4	4	6	5	3	5	6	4	6	5	2	3	3	3	4	4	5	5	6	5	2	5	32	5.2	5.1
4	3	2	2	3	3	5	4	4	2	1	1	1	2	2	6	4	3	1	2	6	5	4	6	5	2	4	21	1.4	3.3
5	5	3	3	2	6	5	6	5	2	1	1	4	2	1	5	4	3	3	3	3	5	2	6	3	2	3	18	1.8	2.8
5	4	3	2	3	5	5	4	5	3	3	2	3	3	3	2	2	2	2	3	6	6	3	6	6	2	5	29	2.8	4.1
5	4	4	5	3	3	3	5	4	3	5	4	4	4	5	2	2	2	5	4	3	2	3	4	5	2	3	26	4.4	3.9
5	3	1	1	4	6	6	4	5	1	2	2	2	1	1	5	3	3	2	6	6	5	1	6	2	2	3	19	1.6	2.8
6	4	5	2	2	3	2	2	3	2	3	2	3	2	2	5	4	5	3	6	3	5	5	5	5	1		16	2.4	3.5
3	5	3	4	4	5	4	5	5	4	5	4	4	4	5	4	5	5	3	5	5	5	5	5	5	1	4	32	4.4	4.7
6	5	5	6	4	5	5	5	4	1	2	2	3	4	6	3	3	3	2	3	4	5	6	5	5	2	3	18	3.4	4.2
5	4	6	6	5	5	4	4	5	6	4	5	6	5	5	6	5	6	3	5	6	3	5	2	5	2	3	19	5	4.6
4	2	2	6	5	5	2	6	6	6	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1	5	63	5.2	5.6
6	5	5	6	6	6	6	6	6	6	6	6	2	6	6	6	5	5	5	6	6	6	6	5	5	2	5	27	5.2	5.4
2	4	4	3	1	4	5	1	2	1	1	1	1	4	1	3	3	4	2	1	2	2	3	6	4	2	3	20	1.6	2.5
5	5	3	5	5	5	3	5	5	3	3	1	2	2	4	4	2	6	5	3	5	5	5	6	5	2	3	54	2.4	3.8
3	4	5	3	4	1	1	4	1	2	1	1	1	2	2	5	3	5	1	5	2	2	4	3	4	1	5	25	1.4	2.2
3	5	3	4	3	4	2	5	2	2	2	3	3	3	4	3	2	2	3	4	4	3	3	4	3	1	4	46	3	3.2
6	5	5	6	4	5	5	5	5	6	3	4	3	4	4	6	5	5	5		4	5	2	4	5	2	5	51	3.6	3.8
6	3	3	5	3	5	5	6	5	6	1	2	1	2	5	5	3	4	4	5	3	3	2	3	4	2	5	38	2.2	2.6
2	6	6	6	5	5	5	4	6	3	6	6	5	6	6	6	5	3	6	5	6	6	5	6	5	2	3	32	5.8	5.7
6	4	3	6	4	6	6	4	6	5	5	2	5	2	4	4	4	4	3	6	5	5	5	5	6	1	4	24	3.6	4.4
5	3	4	6	5	4	4	4	5	5	2	5	3	2	4	4	5	4	5	6	4	4	5	6	5	2	1	54	3.2	4
3	4	2	1	3	5	4	2	4	2	3	1	2	2	3	5	4	2	4	5	6	6	4	6	6	1	4	38	2.2	3.9
4	6	5	6	5	5	5	6	4	6	5	6	3	6	5	3	4	3	5	1	4	3	3	4	3	2	3	29	5	4.2
3	5	5	5	6	3	5	3	2	1	1	1	6	1	4	6	3	5	2	6	6	1	5	6	4	1	5	24	2.6	3.5
6	5	4	6	4	3	2	2	3	2	4	5	5	5	4	3	2	3	4	4	4	5	4	6	3	2	5	23	4.6	4.5
1	2	4	6	3	4	4	5	2	2	1	1	2	3		2	2	2	3	6	5	5	3	6	3	1	1	25		
5	6	6	6	6	4	3	4	3	2	3	5	6	6	3	3	5	4	3	6	6	5	6	5	5	1	2	19	4.6	5
5	4	2	4	4	2	5	2	5	1	5	2	1	3	2	4	1	3	3	3	2	4	1	2	2	2	3	28	2.6	2.4
6	6	6	6	5	5	3	5	6	6	6	4	5	4	6	5	2	3	6	5	5	6	5	5	4	2	3	20	5	5
4	6	6	4	3	1	6	6	6	6	6	6	5	3	1	6	1	5	5	4	5	3	6	4	5	2	3	29	4.2	4.4
6	4	5	5	5	5	3	4	1	3	2	1	5	2	4	3	3	2	2	4	5	5	2	6	2	2	3	16	2.8	3.4
4	4	4	4	4	4	5	5	2	2	3	4	3	4	4	1	1	2	2	1	4	2	5	5	3	2	2	23	3.6	3.7
3	5	1	2	2	5	4	4	5	1	5	4	5	2	5	1	1	1	3	1	4	4	3	4	4	2	2	23	4.2	4
5	6	4	6	5	5	5	5	6	3	6	5	4	6	6	2	3	3	6	3		5	4	6	5	2	3	20	5.4	
4	5	5	4	5	3	2	2	3	1	5	5	5	6	5	3	4	5	4	5	6	5	5	5	5	2	3	19	5.2	5.2
5	5	4	6	3	5	3	4	4	3	5	3	2	2	6	2	2	5	3	6	6	6	6	6	6	2		13	3.6	4.8
6	5	2	4	2	5	4	4	3	1	2		2	2	2	6	5	4	3		5	2	3	6	4	1	3	20		
3	5	4	3	3	5	2	4	2	2	3	2	2	5	2	1	1	1	2	2	4	3	5	6	3	2	3	27	2.8	3.5
2	4	2	2	3	4	4	6	4	2	2	1	2	3	2	6	5	6	5	6	3	3	4	6	5	1	3	21	2	3.1
5	6	5	4	6	5	4	5	2	2	6	5	5	5	5	5	2	5	6	5	6	3	5	1	5	2	1	16	5.2	4.6
5	5	5	5	5	5	5	5	5	4	6	5	5	5	5	5	4	4	3	3	5	3	4	5	5	2	4	28	5.2	4.8
6	5	4	4	4	4	3	4	5	5	4	4	3	3	4	5	3	5	5	5	3	5	5	6	5	2	3	33	3.6	4.2
3	6	5	5	5	3	2	1	2	1	5	1	1	1	1	1	1	1	1	1	4	5	2	6	4	2	3	27	1.8	3
5	5	6	6	5	3	4	2	5	5	5	5	5	5	5	5	5	6	6	5	3	4	5	2	5	2	3	52	5	4.4
6	4	5	3	4	4	5	4	5	3	3	2	2	3	3	4	3	5	2	3	4	4	4	4	5	2	5	36	2.6	3.4
6	5	5	4	5	5	6	5	5	5	3	2	2	4	3	5	4	5	2	4	4	5	4	5	5	2	5	36	2.8	3.7
6	6	6	5	4	5	5	4	5	3	6	4	5	5	4	2	3	2	3	2	6	4	5	6	5	2	5	29	4.8	5
5	4	5	6	5	6	6	5	3	6	6	6	3	6	6	5	5	3	6	6	5	6	5	5	1	2	3	20	5.4	4.9
2	2	2	6	6	6	5	5	2	5	5		5	5	2	6	5	6	5	6	5	2	4	5		2	5	35		
5	4	4	1	3	5	6	5	6	4	3	3	3	4	4	2	1	6	1	6	3	6	5	6	6	1	4	37	3.4	4.3
6	6	5	5	6	5	3	5	6	3	6	5	4	5	4	5	3	5	5	5	5	5	5	5	5	2	5	42	4.8	4.9
4	4	5	4	5	4	3	3	4	2	6	5	4	4	6	3	4	5	3	5	6	6	6	6	6	1	3	19	5	5.5
5	6	5	5	6	4	4	4	4	3	3	4	5	5	5	5	3	3	2	4	5	4	5	5	4	1	4	30	4.4	4.5
5	5	4	1	6	5	3	5	3	2	5	4	6	4	4	5	4	4	4	6	6	3	6	5	6	1	3	18	4.6	4.9
6	4	5		5	4	1	6	2	4	6	6		6	4	1	1	2	5	1	3	4		5	2	2		9		
5	5	5	6	3	4	5	5	6	5	2	4	2	3	5	4	3	3	4	3	5	5	3	5	4	2	4	27	3.2	3.8
3	6	6	6	5	6	6	5	6	6	4	6	4	6	6	1	1	4	6	6	5	4	6	6	6	1	2	18	5.2	5.3
3	2	1	4	1	3	2	1	5	6	1	1	2	1	5	6	6	6	6	6	5	6	6	4	6	1	2	24	2	3.7
5	4	2	2	4	2	2	4	5	2	2	1	3	2	2	6	5	6	5	6	4	6	5	6	6	2	3	20	2	3.7
2	3	2	2	3	5	3	5	4	3	3	3	4	3	3	3	3	3	4	3	4	4	3	4	4	2		14	3.2	3.5
2	4	4	6	4	6	6	3	5	5	5	5	4	6	4	3	3	2	6	6	4	6	2	4	3	2	3	21	4.8	4.3
3	4	4	5	4	4	4	4	5	3	3	3	4	4	4	3	2	2	5	4	4	4	4	4	5	2	3	21	3.6	3.9
5	6	6	6	5	5	5	5	6	4	5	5	5	6	4	6	6	6	5	6	5	6	4	4	5	2	5	66	5	4.9
5	5	5	6	6	5	5	2	5	5	5	5	5	6	4	6	6	3	2	3	5	2	5	5	5	2	1	22	5	4.7
3	5	4	5	4	5	5	6	6	6	5	6	3	5	5	4	5	5	3	2	5	3	4	4	3	1	1	49	4.8	4.3
3	5		6	5	6	5	4	4	3	4	3	4	5	5	2	2	2	3	4	5	4	5	5	3	2	3	42	4.2	4.3
5	1	4	2	4	6	6	5	1	4	2	2	6	4	2	3	5	1	5	5	5	6	5	6	6	2	4	19	3.2	4.4
5	1	4	1	4	6	6	5	1	4	2	2	6	3	2	5	5	1	5	5	5	6	5	6	6	2	4	19	3	4.3
6	5	6	5	6	1	1	1	1	1	1	1	6	5	2	1	2	1	1	1	6	6	6	6	6	2	5	32	3	4.5
6	6	6	5	6	5	5	5	5	3	6	6	6	6	5	5	4	3	4	5	4	6	6	4	6	2	3	29	5.8	5.5
1	6	1	6	5	2	3	4	4	6	6	5	6	1	6	4	3	4	6	5	6	6	6	6	6	2	4	31	4.8	5.4
4	6	6	5	6	5	6	1	4	1	4	5	6	6	6	4	1	6	2	6	6	6	6	6	6	1	2	21	5.4	5.7
5	6	6	5	5	5	5	4	5	5	5	5	5	5	6	6	5	5	5	6	6	5	5	5	6	2	2	27	5.2	5.3
3	2	5	6	1	6	2	1	3	1	6	5	4	5	4	1	1	1	6	2	5	1	3	5	3	2	3	23	4.8	4.1
6	5	5	4	4	5	5	4	4	3	3	5	4	4	4	5	5	3	3	3	5	5	5	6	6	2	3	20	4	4.7
5	6	4	1	5	5	4	3	5	3	3	2	3	4	4	5	2	4	5	4	5	2	3	2	3	2	2	57	3.2	3.1
3	5	4	2	6	6	6	6	5	5	2	5	5	4	5	5	4	3	2	3	6	6	6	6	4	2	2	38	4.2	4.9
6	3	5	5	5	3	3	4	3	3	2	3	6	5	3	6	3	5	2	3	5	5	6	5	6	2	2	18	3.8	4.6
5	5	4	5	4	5	5	4	2	2	4	1	4	5	4	1	1	1	1	1	4	2	5	4	3	1	2	23	3.6	3.6
6	6	4	4	5	5	5	6	5	6	3	5	4	6	4	5	2	2	4	6	4	3	4	6	4	2	3	34	4.4	4.3
6	4	3	6	5	5	4	2	3	2	2	2	1	1	5	1	2	2	1	3	6	4	4	6	6	1	4	67	2.2	3.7
3	6	4	5	5	5	4	2	5	1	6	6	5	6	6	3	2	1	4	2	5	3	4	5	3	2	3	30	5.8	4.9
5	5	3	4	4	5	5	3	4	4	5	3	4	3	6	3	3	4	3	4	6	5	6	5	6	2	5	31	4.2	4.9
6	5	2	4	2	6	4	5	6	5	2	1	1	1	2	5	6	5	3	3	6	5	5	6	6	1	4	54	1.4	3.5
5	4	3	5	4	4	4	6	5	6	2	5	4	5	4	6	5	6	5	6	5	5	5	2	2	1	5	32	4	3.9
5	5	6	6	5	6	5	3	6	2	4	6	5	6		4	1	3	5	4	5	6	4	5	6	2	3	47		
5	4	4	4	2	6	6	5	6	5	5	6	4	5	5	5	4	2	1	5	6	3	4	6	6	2	3	20	5	5
3	2	1	1	2	1	2	1	2	1	1	1	4	1	1	1	1	3	1	1	5	4	1	6	3	2	1	20	1.6	2.7
5	5	6	5	6	6	5	6	6	6	5	6	4	5	6	2	2	2	5	4	6	5	5	5	6	2	3	34	5.2	5.3
4	5	4	4	4	5	5	4	5	2	5	3	2	5	6	2	1	3	4	4	5	6	5	6	5	2		14	4.2	4.8
4	3	2	5	2	5	5	1	3	1	4	2	5	4	5	1	1	1	2		6	4	4	6	3	2	2	32	4	4.3
3	5	5	5	4	4	3	5	4	5	6	6	5	5	5	6	6	4	3	6	6	6	6	5	6	1	3	27	5.4	5.6
3	4	5	2	6	5	2	4	4	1	2	1	5	2	5	1	1	2	3	3	5	4	5	6	6	1	3	19	3	4.1
3	4	5	1	5	3	5	2	5	2	6	5	5	5	4	6	5	3	6	5	4	2	3	4		2	3	20	5	
6	4	5	6	4	4	5	5	5	1	4	4	4	4	4	5	4	6	5	6	5	4	4	5	4	1	3	21	4	4.2
2	2	4	3	3	2	1	4	3	4	5	5	4	5	3	3	3	1	5	6	4	6	5	4	5	2	3	23	4.4	4.6
4	5	2	4	5	5	4	5	4	5	3	2	2	2	5	6	6	6	6	6	6	5	5	5	6	1	4	42	2.8	4.1
6	6	5	6	4	4	3	2	3	2	6	5	5	6	5	2	2	2	3	3	4	3	5	5	5	2	3	27	5.4	4.9
5	6	5	3	5	5	2	3	1	2	3	2	4	4	5	2	3	2	3	3	5	1	5	5	2	1	3	19	3.6	3.6
4	5	4	6	5	5	5	3	5	3	4	4	4	6	4	1	1	3	4	4	5	5	4	6	4	2	3	21	4.4	4.6
6	6	6	5	5		5	5	4	3	2	3	5	2	3	5	3	5	5	2	4	3	5	6	4	2	5	47	3	3.7
6	5	5	6	5	4	5	2	4	3	2	3	2	3	3	5	3	3	4	3	4	5	2	5	3	2	5	58	2.6	3.2
6	5	3	4	4	6	6	6	6	1	6	1	3	1	4	1	1	1	1	1	6	4	5	6	3	2	3	20	3	3.9
4	4	5	6	3	6	6	5	6	5	4	6	5	5	5	5	5	5	6	6	6	5	5	2	6	1	3	29	5	4.9
4	6	6	3	6	2	3	3	3	3	5	5	5	4	5	3	2	2	5	5	4	3	5	5	5	2	3	18	4.8	4.6
3	5	2	1	4	5	2	2	4	1	5	4	4	5	5	3	2	5	3	1	5	6	5	2	5	2	1	18	4.6	4.6
2	6	5	3	6	5	6	4	5	3	5	3	4	4	6	6	5	6	4	3	5	2	3	4	3	2	2	21	4.4	3.9
6	6	5	6	6	6	5	5	5	2	3	5	5	6	5	3	2	3	3	1	6	4	6	6	5	2	5	36	4.8	5.1
3	4	5	2	5	5	6	4	4	5	4	5	5	5	5	5	3	3	4	5	5	4	4	4	4	2	3	18	4.8	4.5
6	6	6	6	6	5	5	5	6	3	5	6	5	6	5	5	3	6	6	6	5	2	6	6	5	2	5	53	5.4	5.1
3	5	6	5	6	3	2	2	4	1	1	3	4	5	4	2	3	2	2	5	4	1	1	6	1	1	4	23	3.4	3
